name,ingredients,nutrition,steps,meal_type,allergen,equipment_needed,method,protein,calories,carbs,fiber,prep_time,cook_time,fat,bucket,timing,dietary,allergens,equipment,health_tags,effort_tags,flavor_tags
One-Pot Pasta Primavera,pasta tomato sauce parmesan cheese,Protein 32.9g Calories 544.8,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,Gluten Dairy,Stove,Cook,32.9,544.8,80.1,6.5,10,20,16.0,Complete Meal,"['Lunch', 'Dinner']",['Vegan'],"['Contains Gluten', 'Contains Dairy']","['没有Stove', '没有No-Cook']","['Protein High', 'Compact Fuel']","['Quick Fix', 'Fresh Run']","['Savory', 'Creamy', 'Comfort Food']"
One-Pot Pasta Primavera (Variation 2),pasta tomato sauce parmesan cheese,Protein 20.8g Calories 597.1,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,Gluten Dairy,Stove,Cook,20.8,597.1,70.3,3.8,10,20,21.4,Complete Meal,"['Lunch', 'Dinner']",['Vegan'],"['Contains Gluten', 'Contains Dairy']","['没有Stove', '没有No-Cook']",['Compact Fuel'],"['Quick Fix', 'Fresh Run']","['Savory', 'Creamy', 'Comfort Food']"
One-Pot Mac and Cheese,,Protein 24.6g Calories 760.1,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,24.6,760.1,66.6,6.0,10,20,23.6,Complete Meal,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']",['Compact Fuel'],"['Quick Fix', 'Fresh Run']","['Savory', 'Creamy', 'Comfort Food', 'Kid Friendly']"
Family-Style Fried Rice,rice onion bell pepper garlic broth,Protein 37.5g Calories 594.9,"Pat ingredients dry and season. Heat oil in a pan over medium-high heat. Cook until golden and crisp, turning as needed. Drain briefly and serve.",Lunch Dinner,,Stove,Fry,37.5,594.9,94.8,7.5,10,15,17.5,Complete Meal,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']","['Protein High', 'Compact Fuel']","['Quick Fix', 'Fresh Run']","['Savory', 'Crunchy', 'Warm & Soupy', 'Comfort Food']"
Comfort Lasagna,pasta tomato sauce parmesan cheese,Protein 38.9g Calories 544.1,Gather and measure all ingredients. Preheat and set up your workstation. Prepare the main component carefully. Prep the sauce or mixture separately. Combine components in the correct order. Cook while monitoring temperature and texture. Adjust seasoning in small increments. Rest the dish to set flavors and structure. Plate neatly and serve immediately.,Lunch Dinner,Gluten Dairy,Oven,Bake,38.9,544.1,91.7,4.1,20,45,18.5,Complete Meal,"['Lunch', 'Dinner']",['Vegan'],"['Contains Gluten', 'Contains Dairy']","['没有Oven', '没有No-Cook']","['Protein High', 'Compact Fuel']","['Slow Burn', 'Focus Required', 'Fresh Run', 'Meal Prep']","['Savory', 'Creamy', 'Comfort Food']"
Comfort Fried Rice,rice onion bell pepper garlic broth,Protein 20.9g Calories 727.2,"Pat ingredients dry and season. Heat oil in a pan over medium-high heat. Cook until golden and crisp, turning as needed. Drain briefly and serve.",Lunch Dinner,,Stove,Fry,20.9,727.2,84.4,3.8,10,15,21.4,Complete Meal,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']",['Compact Fuel'],"['Quick Fix', 'Fresh Run']","['Savory', 'Crunchy', 'Warm & Soupy', 'Comfort Food']"
Family-Style Chicken Alfredo,chicken breast olive oil salt pepper garlic,Protein 41.5g Calories 399.4,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,41.5,399.4,1.5,1.5,10,20,24.1,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian', 'Pescatarian']",[],"['没有Stove', '没有No-Cook']","['Protein High', 'Keto Friendly']","['Quick Fix', 'Fresh Run']","['Savory', 'Creamy', 'Comfort Food']"
Chicken Alfredo,chicken breast olive oil salt pepper garlic,Protein 41.9g Calories 717.9,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,41.9,717.9,26.1,4.1,10,20,8.4,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian', 'Pescatarian']",[],"['没有Stove', '没有No-Cook']","['Protein High', 'Compact Fuel']","['Quick Fix', 'Fresh Run']","['Savory', 'Creamy']"
Weeknight Shepherd’s Pie,pie crust sugar butter,Protein 6.3g Calories 380.0,"Preheat the oven and prepare a baking dish or sheet pan. Mix or assemble the ingredients in the dish. Bake until cooked through and lightly browned. Rest briefly, then slice or serve.",Snack,Gluten Dairy,Oven,Bake,6.3,380.0,66.9,1.6,20,45,18.5,Snack / Dessert,['Snack'],['Vegan'],"['Contains Gluten', 'Contains Dairy']","['没有Oven', '没有No-Cook']",['Coma Inducing'],"['Slow Burn', 'Fresh Run', 'Meal Prep']","['Sweet', 'Creamy', 'Comfort Food']"
Family-Style Shepherd’s Pie,pie crust sugar butter,Protein 7.8g Calories 446.8,"Preheat the oven and prepare a baking dish or sheet pan. Mix or assemble the ingredients in the dish. Bake until cooked through and lightly browned. Rest briefly, then slice or serve.",Snack,Gluten Dairy,Oven,Bake,7.8,446.8,57.0,3.6,20,45,21.9,Snack / Dessert,['Snack'],['Vegan'],"['Contains Gluten', 'Contains Dairy']","['没有Oven', '没有No-Cook']",['Stable Energy'],"['Slow Burn', 'Fresh Run', 'Meal Prep']","['Sweet', 'Creamy', 'Comfort Food']"
Comfort Paella (Variation 2),rice onion bell pepper garlic broth,Protein 31.3g Calories 571.8,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,31.3,571.8,60.5,3.5,10,20,25.3,Main Dish,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']","['Protein High', 'Compact Fuel']","['Quick Fix', 'Fresh Run']","['Savory', 'Warm & Soupy', 'Comfort Food']"
Family-Style Chicken Alfredo (Variation 2),chicken breast olive oil salt pepper garlic,Protein 25.5g Calories 485.2,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,25.5,485.2,4.6,1.2,10,20,18.4,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian', 'Pescatarian']",[],"['没有Stove', '没有No-Cook']",['Keto Friendly'],"['Quick Fix', 'Fresh Run']","['Savory', 'Creamy']"
One-Pot Paella (Variation 2),rice onion bell pepper garlic broth,Protein 22.4g Calories 657.9,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,22.4,657.9,83.1,3.2,10,20,16.7,Main Dish,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']",['Compact Fuel'],"['Quick Fix', 'Fresh Run']","['Savory', 'Warm & Soupy', 'Comfort Food']"
One-Pot Paella (Variation 3),rice onion bell pepper garlic broth,Protein 22.6g Calories 648.8,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,22.6,648.8,92.3,3.0,10,20,17.3,Main Dish,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']",['Compact Fuel'],"['Quick Fix', 'Fresh Run']","['Savory', 'Warm & Soupy', 'Comfort Food']"
Weeknight Pasta Primavera,pasta tomato sauce parmesan cheese,Protein 38.0g Calories 708.4,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,Gluten Dairy,Stove,Cook,38.0,708.4,88.4,3.7,10,20,22.7,Complete Meal,"['Lunch', 'Dinner']",['Vegan'],"['Contains Gluten', 'Contains Dairy']","['没有Stove', '没有No-Cook']","['Protein High', 'Compact Fuel']","['Quick Fix', 'Fresh Run']","['Savory', 'Creamy', 'Comfort Food']"
Comfort Baked Ziti,pasta tomato sauce parmesan cheese,Protein 29.3g Calories 510.6,"Preheat the oven and prepare a baking dish or sheet pan. Mix or assemble the ingredients in the dish. Bake until cooked through and lightly browned. Rest briefly, then slice or serve.",Lunch Dinner,Gluten Dairy,Oven,Bake,29.3,510.6,83.9,4.3,20,45,13.6,Complete Meal,"['Lunch', 'Dinner']",['Vegan'],"['Contains Gluten', 'Contains Dairy']","['没有Oven', '没有No-Cook']",['Compact Fuel'],"['Slow Burn', 'Fresh Run', 'Meal Prep']","['Savory', 'Creamy', 'Comfort Food']"
Chicken Alfredo (Variation 2),chicken breast olive oil salt pepper garlic,Protein 51.7g Calories 412.5,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,51.7,412.5,11.8,0.6,10,20,18.2,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian', 'Pescatarian']",[],"['没有Stove', '没有No-Cook']",['Protein High'],"['Quick Fix', 'Fresh Run']","['Savory', 'Creamy']"
One-Pot Paella (Variation 4),rice onion bell pepper garlic broth,Protein 18.9g Calories 539.4,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,18.9,539.4,66.6,4.6,10,20,24.8,Main Dish,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']",['Compact Fuel'],"['Quick Fix', 'Fresh Run']","['Savory', 'Warm & Soupy', 'Comfort Food']"
One-Pot Shepherd’s Pie,pie crust sugar butter,Protein 4.6g Calories 457.2,"Preheat the oven and prepare a baking dish or sheet pan. Mix or assemble the ingredients in the dish. Bake until cooked through and lightly browned. Rest briefly, then slice or serve.",Snack,Gluten Dairy,Oven,Bake,4.6,457.2,75.3,4.4,20,45,10.8,Snack / Dessert,['Snack'],['Vegan'],"['Contains Gluten', 'Contains Dairy']","['没有Oven', '没有No-Cook']",['Stable Energy'],"['Slow Burn', 'Fresh Run', 'Meal Prep']","['Sweet', 'Creamy', 'Comfort Food']"
One-Pot Fried Rice (Variation 2),rice onion bell pepper garlic broth,Protein 21.8g Calories 705.5,"Pat ingredients dry and season. Heat oil in a pan over medium-high heat. Cook until golden and crisp, turning as needed. Drain briefly and serve.",Lunch Dinner,,Stove,Fry,21.8,705.5,69.3,6.1,10,15,19.0,Complete Meal,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']",['Compact Fuel'],"['Quick Fix', 'Fresh Run']","['Savory', 'Crunchy', 'Warm & Soupy', 'Comfort Food']"
One-Pot Paella (Variation 5),rice onion bell pepper garlic broth,Protein 20.0g Calories 778.7,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,20.0,778.7,87.6,5.0,10,20,14.9,Main Dish,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']",['Compact Fuel'],"['Quick Fix', 'Fresh Run']","['Savory', 'Warm & Soupy', 'Comfort Food']"
Weeknight Lasagna,pasta tomato sauce parmesan cheese,Protein 26.5g Calories 572.4,"Preheat the oven and prepare a baking dish or sheet pan. Mix or assemble the ingredients in the dish. Bake until cooked through and lightly browned. Rest briefly, then slice or serve.",Lunch Dinner,Gluten Dairy,Oven,Bake,26.5,572.4,89.0,6.2,20,45,24.8,Complete Meal,"['Lunch', 'Dinner']",['Vegan'],"['Contains Gluten', 'Contains Dairy']","['没有Oven', '没有No-Cook']",['Compact Fuel'],"['Slow Burn', 'Fresh Run', 'Meal Prep']","['Savory', 'Creamy', 'Comfort Food']"
Paella,rice onion bell pepper garlic broth,Protein 20.5g Calories 750.9,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,20.5,750.9,82.8,7.7,10,20,12.9,Main Dish,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']",['Compact Fuel'],"['Quick Fix', 'Fresh Run']","['Savory', 'Warm & Soupy', 'Comfort Food']"
Weeknight Lasagna (Variation 2),pasta tomato sauce parmesan cheese,Protein 31.0g Calories 621.4,Gather and measure all ingredients. Preheat and set up your workstation. Prepare the main component carefully. Prep the sauce or mixture separately. Combine components in the correct order. Cook while monitoring temperature and texture. Adjust seasoning in small increments. Rest the dish to set flavors and structure. Plate neatly and serve immediately.,Lunch Dinner,Gluten Dairy,Oven,Bake,31.0,621.4,87.1,3.9,20,45,22.9,Complete Meal,"['Lunch', 'Dinner']",['Vegan'],"['Contains Gluten', 'Contains Dairy']","['没有Oven', '没有No-Cook']","['Protein High', 'Compact Fuel']","['Slow Burn', 'Focus Required', 'Fresh Run', 'Meal Prep']","['Savory', 'Creamy', 'Comfort Food']"
One-Pot Shepherd’s Pie (Variation 2),pie crust sugar butter,Protein 6.2g Calories 371.1,"Preheat the oven and prepare a baking dish or sheet pan. Mix or assemble the ingredients in the dish. Bake until cooked through and lightly browned. Rest briefly, then slice or serve.",Snack,Gluten Dairy,Oven,Bake,6.2,371.1,46.2,4.4,20,45,22.3,Snack / Dessert,['Snack'],['Vegan'],"['Contains Gluten', 'Contains Dairy']","['没有Oven', '没有No-Cook']",['Stable Energy'],"['Slow Burn', 'Fresh Run', 'Meal Prep']","['Sweet', 'Creamy', 'Comfort Food']"
One-Pot Shepherd’s Pie (Variation 3),pie crust sugar butter,Protein 4.8g Calories 513.6,"Preheat the oven and prepare a baking dish or sheet pan. Mix or assemble the ingredients in the dish. Bake until cooked through and lightly browned. Rest briefly, then slice or serve.",Snack,Gluten Dairy,Oven,Bake,4.8,513.6,81.8,2.6,20,45,12.0,Snack / Dessert,['Snack'],['Vegan'],"['Contains Gluten', 'Contains Dairy']","['没有Oven', '没有No-Cook']","['Coma Inducing', 'Compact Fuel']","['Slow Burn', 'Fresh Run', 'Meal Prep']","['Sweet', 'Creamy', 'Comfort Food']"
Baked Ziti (Variation 2),pasta tomato sauce parmesan cheese,Protein 23.8g Calories 495.6,"Preheat the oven and prepare a baking dish or sheet pan. Mix or assemble the ingredients in the dish. Bake until cooked through and lightly browned. Rest briefly, then slice or serve.",Lunch Dinner,Gluten Dairy,Oven,Bake,23.8,495.6,67.6,6.4,20,45,23.3,Complete Meal,"['Lunch', 'Dinner']",['Vegan'],"['Contains Gluten', 'Contains Dairy']","['没有Oven', '没有No-Cook']",['Stable Energy'],"['Slow Burn', 'Fresh Run', 'Meal Prep']","['Savory', 'Creamy', 'Comfort Food']"
Toasted Chicken Wrap,chicken breast olive oil salt pepper garlic,Protein 29.8g Calories 667.0,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Assemble,29.8,667.0,55.4,5.3,7,0,31.5,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian', 'Pescatarian']",[],"['没有Stove', '没有No-Cook']",['Compact Fuel'],"['Lightning', 'Brainless', 'Fresh Run', 'Portable']","['Savory', 'Comfort Food']"
Quick Grilled Cheese,,Protein 37.7g Calories 455.3,"Season the main ingredient with salt, pepper, and aromatics. Heat a grill pan or skillet until hot. Cook on both sides until done. Rest briefly, then serve.",Lunch Dinner,,Stove,Grill,37.7,455.3,28.0,4.0,10,15,10.1,Main Dish,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']",['Protein High'],"['Quick Fix', 'Fresh Run']","['Savory', 'Kid Friendly']"
Quick Grilled Cheese (Variation 2),,Protein 32.4g Calories 419.4,"Season the main ingredient with salt, pepper, and aromatics. Heat a grill pan or skillet until hot. Cook on both sides until done. Rest briefly, then serve.",Lunch Dinner,,Stove,Grill,32.4,419.4,27.1,5.0,10,15,16.5,Main Dish,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']",['Protein High'],"['Quick Fix', 'Fresh Run']","['Savory', 'Kid Friendly']"
Toasted Breakfast Sandwich,,Protein 21.9g Calories 454.0,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Breakfast,,Stove,Assemble,21.9,454.0,46.9,2.6,7,0,19.0,Breakfast,['Breakfast'],[],[],"['没有Stove', '没有No-Cook']",['Stable Energy'],"['Lightning', 'Brainless', 'Fresh Run', 'Portable']","['Savory', 'Comfort Food']"
Quick Turkey Sandwich,ground turkey onion garlic salt pepper,Protein 36.4g Calories 699.5,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,,Assemble,36.4,699.5,69.1,4.5,7,0,11.6,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian', 'Pescatarian']",[],['没有No-Cook'],"['Protein High', 'Compact Fuel']","['Lightning', 'Brainless', 'Fresh Run', 'Portable']","['Savory', 'Comfort Food']"
Loaded Philly Cheesesteak,beef olive oil salt pepper garlic,Protein 39.3g Calories 456.4,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,39.3,456.4,32.3,5.2,10,20,14.9,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian', 'Pescatarian']",[],"['没有Stove', '没有No-Cook']","['Protein High', 'Stable Energy']","['Quick Fix', 'Fresh Run']","['Savory', 'Date Night']"
Quick Turkey Sandwich (Variation 2),ground turkey onion garlic salt pepper,Protein 21.6g Calories 521.3,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,,Assemble,21.6,521.3,50.7,4.2,7,0,27.6,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian', 'Pescatarian']",[],['没有No-Cook'],"['Compact Fuel', 'Stable Energy']","['Lightning', 'Brainless', 'Fresh Run', 'Portable']","['Savory', 'Comfort Food']"
Loaded Reuben,,Protein 26.7g Calories 702.6,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,26.7,702.6,35.3,5.3,10,20,20.9,Main Dish,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']",['Compact Fuel'],"['Quick Fix', 'Fresh Run']","['Savory', 'Comfort Food']"
BLT,,Protein 34.4g Calories 361.1,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,34.4,361.1,22.3,0.5,10,20,8.0,Main Dish,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']",['Protein High'],"['Quick Fix', 'Fresh Run']",['Savory']
Deli-Style Reuben,,Protein 30.9g Calories 601.7,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Stove,Cook,30.9,601.7,43.7,3.0,10,20,21.2,Main Dish,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']","['Protein High', 'Compact Fuel']","['Quick Fix', 'Fresh Run']","['Savory', 'Comfort Food']"
Quick Grilled Cheese (Variation 3),,Protein 50.5g Calories 588.6,"Season the main ingredient with salt, pepper, and aromatics. Heat a grill pan or skillet until hot. Cook on both sides until done. Rest briefly, then serve.",Lunch Dinner,,Stove,Grill,50.5,588.6,14.5,1.3,10,15,9.2,Main Dish,"['Lunch', 'Dinner']",[],[],"['没有Stove', '没有No-Cook']","['Protein High', 'Compact Fuel']","['Quick Fix', 'Fresh Run']","['Savory', 'Kid Friendly']"
Loaded Philly Cheesesteak (Variation 2),beef olive oil salt pepper garlic,Protein 29.4g Calories 541.8,"Prep and season the ingredients. Cook using the chosen method until done. Taste, adjust seasoning, and serve.",Lunch Dinner,,Microwave,Microwave,29.4,541.8,57.9,5.3,5,6,20.4,Main Dish,"['Lunch', 'Dinner']","['Vegan', 'Vegetarian', 'Pescatarian']",[],"['没有Microwave', '没有No-Cook']","['Compact Fuel', 'Stable Energy']","['Microwave-Only', 'Lightning', 'Brainless', 'Fresh Run', 'Portable']","['Savory', 'Comfort Food', 'Date Night']"
